# Wordlist

# DATA
ID	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	DOCULECT	IPA	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	METAGLOSS
4504	! @nh36	1	849	to weave	988	Burmese_ZMYYC	rak	j ɑ k	?	rak	weave	jɑk  | 613.39	Burmese (Written) ZMYYC	1	CVc	r a k	to weave
4505	! @nh36	1	849	to weave	988	Hpun	ʀᴜ̀ʔ	ʀ ᴜ̀ ʔ	?	?	weave	ʀᴜ̀ʔ, ʀᴜ̀ʔ-ŋ  | O.17	Hpun (Northern) EJAH-Hpun	1	CVc	ʀ ᴜ̀ ʔ	to weave
4506	! @nh36	1	849	to weave	988	Hpun	ʀᴜ̀ʔ-ŋ	?	?	?	weave	ʀᴜ̀ʔ, ʀᴜ̀ʔ-ŋ  | O.17	Hpun (Northern) EJAH-Hpun	1	CVCC	ʀ ᴜ̀ ʔ ŋ	to weave
4507	! @nh36	1	849	to weave	988	Maru	ɣɔʔ³¹	ɣ ɔ ʔ ³¹	?	?	weave	ɣɔʔ³¹  | 613.43	Maru [Langsu] ZMYYC	1	CVcT	ɣ ɔ ʔ ³¹	to weave
4508	! @nh36	1	849	to weave	988	Achang_Longchuan	ʐuaʔ⁵⁵	ʐ u a ʔ ⁵⁵	?	?	weave (a basket)	ʐuaʔ⁵⁵  | 1157.28	Achang (Longchuan) TBL	1	CVcT	ʐ ua ʔ ⁵⁵	to weave
4509	! @nh36	1	849	to weave	988	Xiandao	ʐɔʔ⁵⁵	ʐ ɔ ʔ ⁵⁵	?	?	weave (a basket)	ʐɔʔ⁵⁵  | 1157.29	Achang (Xiandao) TBL	1	CVcT	ʐ ɔ ʔ ⁵⁵	to weave
4510	! @nh36	1	849	to weave	988	Atsi	ʒa̱ŋ⁵⁵	ʒ a̱ ŋ ⁵⁵	?	?	weave (a basket)	ʒa̱ŋ⁵⁵  | 1157.30	Atsi [Zaiwa] TBL	1	CVcT	ʒ a̱ ŋ ⁵⁵	to weave
4511	! @nh36	2	850	to weave	988	Bola	kɔ̱t⁵⁵	k ɔ̱ t ⁵⁵	?	?	weave (a basket)	kɔ̱t⁵⁵  | 1157.32	Bola (Luxi) TBL	2	CVcT	k ɔ̱ t ⁵⁵	to weave
4512	! @nh36	2	850	to weave	988	Maru	ka̱t⁵⁵	k a̱ t ⁵⁵	?	?	weave (a basket)	ka̱t⁵⁵  | 1157.31	Langsu (Luxi) TBL	2	CVcT	k a̱ t ⁵⁵	to weave
4513	! @nh36	3	851	to weave	988	Lashi	sa̱ːi⁵³	s a̱ː i ⁵³	?	?	weave (a basket)	sa̱ːi⁵³  | 1157.33	Leqi (Luxi) TBL	3	CVT	s a̱ːi ⁵³	to weave
4514	! @nh36	1	849	to weave	988	Achang_Longchuan	ʐuaʔ⁵⁵	ʐ u a ʔ ⁵⁵	?	?	weave / knit v.	ʐuaʔ⁵⁵  | 1799.28	Achang (Longchuan) TBL	1	CVcT	ʐ ua ʔ ⁵⁵	to weave
4515	! @nh36	1	849	to weave	988	Xiandao	ʐɔʔ⁵⁵	ʐ ɔ ʔ ⁵⁵	?	?	weave / knit v.	ʐɔʔ⁵⁵  | 1799.29	Achang (Xiandao) TBL	1	CVcT	ʐ ɔ ʔ ⁵⁵	to weave
4516	! @nh36	1	849	to weave	988	Atsi	voʔ²¹	v o ʔ ²¹	?	?	weave / knit v.	voʔ²¹  | 1799.30	Atsi [Zaiwa] TBL	1	CVcT	v o ʔ ²¹	to weave
4517	! @nh36	1	849	to weave	988	Bola	ɣaʔ³¹	ɣ a ʔ ³¹	?	?	weave / knit v.	ɣaʔ³¹  | 1799.32	Bola (Luxi) TBL	1	CVcT	ɣ a ʔ ³¹	to weave
4518	! @nh36	1	849	to weave	988	Maru	ɣɔʔ³¹	ɣ ɔ ʔ ³¹	?	?	weave / knit v.	ɣɔʔ³¹  | 1799.31	Langsu (Luxi) TBL	1	CVcT	ɣ ɔ ʔ ³¹	to weave
4519	! @nh36	1	849	to weave	988	Lashi	jɔːʔ³¹	j ɔː ʔ ³¹	?	?	weave / knit v.	jɔːʔ³¹  | 1799.33	Leqi (Luxi) TBL	1	CVcT	j ɔː ʔ ³¹	to weave
#
2734	! @nh36	4	457	to wind	61	Achang_Longchuan	l̥in³⁵	l̥ i n ³⁵	?	?	wind (thread onto a keel)	l̥in³⁵  | 1179.28	Achang (Longchuan) TBL	4	CVcT	l̥ i n ³⁵	the wind
2735	! @nh36	5	456	to wind	61	Xiandao	lit⁵⁵	l i t ⁵⁵	?	?	wind (thread onto a keel)	lit⁵⁵  | 1179.29	Achang (Xiandao) TBL	5	CVcT	l i t ⁵⁵	the wind
2736	! @nh36	6	454	to wind	61	Atsi	thui⁵¹	tʰ u i ⁵¹	?	?	wind (thread onto a keel)	thui⁵¹  | 1179.30	Atsi [Zaiwa] TBL	6	CVT	th ui ⁵¹	the wind
2737	! @nh36	7	455	to wind	61	Bola	jap³¹	j a p ³¹	?	?	wind (thread onto a keel)	jap³¹  | 1179.32	Bola (Luxi) TBL	7	CVcT	j a p ³¹	the wind
2738	! @nh36	6	454	to wind	61	Maru	thɔi³⁵	tʰ ɔ i ³⁵	?	?	wind (thread onto a keel)	thɔi³⁵  | 1179.31	Langsu (Luxi) TBL	6	CVT	th ɔi ³⁵	the wind
2739	! @nh36	6	454	to wind	61	Lashi	thəː⁵⁵	tʰ əː ⁵⁵	?	?	wind (thread onto a keel)	thəː⁵⁵  | 1179.33	Leqi (Luxi) TBL	6	CVT	th əː ⁵⁵	the wind
#
4520	! @nh36	1	852	to wipe	952	Achang_Lianghe	sut³¹	s u t ³¹	?	?	wipe	sut³¹  | 384.41	Achang (Lianghe) JZ-Achang	1	CVcT	s u t ³¹	to wipe
4521	! @nh36	1	852	to wipe	952	Achang_Longchuan	sut⁵⁵	s u t ⁵⁵	?	?	wipe	sut⁵⁵  | 624.41	Achang (Longchuan) ZMYYC	1	CVcT	s u t ⁵⁵	to wipe
4522	! @nh36	1	852	to wipe	952	Achang_Luxi	sut⁵⁵	s u t ⁵⁵	?	?	wipe	sut⁵⁵  | 624.41	Achang (Luxi) JZ-Achang	1	CVcT	s u t ⁵⁵	to wipe
4523	! @nh36	1	852	to wipe	952	Atsi	sut⁵⁵	s u t ⁵⁵	?	?	wipe	sut⁵⁵  | 624.42	Atsi [Zaiwa] ZMYYC	1	CVcT	s u t ⁵⁵	to wipe
4524	! @nh36	1	852	to wipe	952	Burmese_ZMYYC	sut	tʰ u t	?	?	wipe	thut  | 624.39	Burmese (Written) ZMYYC	1	CVc	s u t	to wipe
4525	! @nh36	1	852	to wipe	952	Hpun	ʃwàiʔ	ʃ w à i ʔ	?	?	wipe	ʃwàiʔ  | 1635.42	Hpun (Northern) EJAH-Hpun	1	CCVc	ʃ w ài ʔ	to wipe
4526	! @nh36	1	852	to wipe	952	Maru	sat⁵⁵	s a t ⁵⁵	?	?	wipe	sat⁵⁵  | 624.43	Maru [Langsu] ZMYYC	1	CVcT	s a t ⁵⁵	to wipe
4527	! @nh36	1	852	to wipe	952	Maru	sat⁵⁵	s a t ⁵⁵	?	?	wipe (a table)	sat⁵⁵  | add1	Maru [Langsu] DQ-Langsu	1	CVcT	s a t ⁵⁵	to wipe
4528	! @nh36	1	852	to wipe	952	Achang_Longchuan	sut⁵⁵	s u t ⁵⁵	?	?	wipe (the table)	sut⁵⁵  | 1163.28	Achang (Longchuan) TBL	1	CVcT	s u t ⁵⁵	to wipe
4529	! @nh36	1	852	to wipe	952	Xiandao	sut⁵⁵	s u t ⁵⁵	?	?	wipe (the table)	sut⁵⁵  | 1163.29	Achang (Xiandao) TBL	1	CVcT	s u t ⁵⁵	to wipe
4530	! @nh36	1	852	to wipe	952	Atsi	sut⁵⁵	s u t ⁵⁵	?	?	wipe (the table)	sut⁵⁵  | 1163.30	Atsi [Zaiwa] TBL	1	CVcT	s u t ⁵⁵	to wipe
4531	! @nh36	1	852	to wipe	952	Bola	sɔt⁵⁵	s ɔ t ⁵⁵	?	?	wipe (the table)	sɔt⁵⁵  | 1163.32	Bola (Luxi) TBL	1	CVcT	s ɔ t ⁵⁵	to wipe
4532	! @nh36	1	852	to wipe	952	Maru	sa̱t⁵⁵	s a̱ t ⁵⁵	?	?	wipe (the table)	sa̱t⁵⁵  | 1163.31	Langsu (Luxi) TBL	1	CVcT	s a̱ t ⁵⁵	to wipe
4533	! @nh36	1	852	to wipe	952	Lashi	suːt⁵⁵	s uː t ⁵⁵	?	?	wipe (the table)	suːt⁵⁵  | 1163.33	Leqi (Luxi) TBL	1	CVcT	s uː t ⁵⁵	to wipe
#
4653	! @nh36	4	872	to wring	1423	Achang_Longchuan	tshit⁵⁵	tsʰ i t ⁵⁵	?	?	wring (e.g. wet cloth)	tshit⁵⁵  | 554.41	Achang (Longchuan) ZMYYC	4	CVcT	tsh i t ⁵⁵	wet
4654	! @nh36	2	867	to wring	1423	Atsi	tʃu̱p⁵⁵	tʃ u̱ p ⁵⁵	?	?	wring (e.g. wet cloth)	tʃu̱p⁵⁵  | 554.42	Atsi [Zaiwa] ZMYYC	2	CVcT	tʃ u̱ p ⁵⁵	wet
4655	! @nh36	3	873	to wring	1423	Burmese_ZMYYC	ñhac	h ȵ ɑ s	?	?	wring (e.g. wet cloth)	hȵɑs  | 554.39	Burmese (Written) ZMYYC	3	CVc	ñh a c	wet
4656	! @nh36	2	867	to wring	1423	Maru	tʃa̱p⁵⁵	tʃ a̱ p ⁵⁵	?	?	wring (e.g. wet cloth)	tʃa̱p⁵⁵  | 554.43	Maru [Langsu] ZMYYC	2	CVcT	tʃ a̱ p ⁵⁵	wet
#
2069	! @nh36	0 1 2 0 0 0 3 0 0 4 5	344	tomorrow night	1346	Achang_Longchuan	phă⁵⁵nap⁵⁵ni⁵⁵kʐɔm⁵⁵	?	?	?	tomorrow night / evening n/adv	phă⁵⁵ nap⁵⁵ ni⁵⁵ kʐɔm⁵⁵  | 0746.28	Achang (Longchuan) TBL	1 2 3 4 5	CVTCVcTCVTCCVcT	ph ă ⁵⁵ ◦ n a p ⁵⁵ ◦ n i ⁵⁵ ◦ k ʐ ɔ m ⁵⁵	the night
2070	! @nh36	6 7 8 9	347	tomorrow night	1346	Xiandao	n̥a³¹ʐɔ⁵⁵a³¹chot⁵⁵	n̥ a ³¹ + ʐ ɔ ⁵⁵ + a ³¹ + c h o t ⁵⁵	?	?	tomorrow night / evening n/adv	n̥a³¹ ʐɔ⁵⁵ a³¹ chot⁵⁵  | 0746.29	Achang (Xiandao) TBL	6 7 8 9	CVTCVTVTCVcT	n̥ a ³¹ ◦ ʐ ɔ ⁵⁵ ◦ a ³¹ ◦ ch o t ⁵⁵	the night
2071	! @nh36	0 0 2 0 10 0 0 0 0 0 0	344	tomorrow night	1346	Atsi	nap²¹mjin⁵¹	n a p ²¹ + m j i n ⁵¹	?	?	tomorrow night / evening n/adv	nap²¹ mjin⁵¹  | 0746.30	Atsi [Zaiwa] TBL	2 10	CVcTCCVcT	n a p ²¹ ◦ m j i n ⁵¹	the night
2072	! @nh36	0 0 2 0 10 0 0 0 0 0 0	344	tomorrow night	1346	Bola	nɛʔ³¹mjɔn³⁵	n ɛ ʔ ³¹ + m j ɔ n ³⁵	?	?	tomorrow night / evening n/adv	nɛʔ³¹ mjɔn³⁵  | 0746.32	Bola (Luxi) TBL	2 10	CVcTCCVcT	n ɛ ʔ ³¹ ◦ m j ɔ n ³⁵	the night
2073	! @nh36	0 0 2 0 10 0 0 0 0 0 0	344	tomorrow night	1346	Maru	nɛʔ³¹mji³¹	n ɛ ʔ ³¹ + m j i ³¹	?	?	tomorrow night / evening n/adv	nɛʔ³¹ mji³¹  | 0746.31	Langsu (Luxi) TBL	2 10	CVcTCCVT	n ɛ ʔ ³¹ ◦ m j i ³¹	the night
2074	! @nh36	0 0 2 0 10 0 0 0 0 0 0	344	tomorrow night	1346	Lashi	nap³¹mjɛn³¹	n a p ³¹ + m j ɛ n ³¹	?	?	tomorrow night / evening n/adv	nap³¹ mjɛn³¹  | 0746.33	Leqi (Luxi) TBL	2 10	CVcTCCVcT	n a p ³¹ ◦ m j ɛ n ³¹	the night
#
4539	! @nh36	3 0 0 4	854	twenty	1282	Achang_Lianghe	sɿ⁵⁵tʂhɿ⁵⁵	s ɿ ⁵⁵ + tʂʰ ɿ ⁵⁵	?	?	twenty	sɿ⁵⁵ tʂhɿ⁵⁵  | 1632.45	Achang (Lianghe) JZ-Achang	3 4	CVTCVT	s ɿ ⁵⁵ ◦ tʂh ɿ ⁵⁵	twenty
4540	! @nh36	1 2	855	twenty	1282	Achang_Longchuan	tă³¹sau⁵⁵	t ă ³¹ + s a u ⁵⁵	?	?	twenty	tă³¹ sau⁵⁵  | 930.41	Achang (Longchuan) ZMYYC	1 2	CVTCVT	t ă ³¹ ◦ s au ⁵⁵	twenty
4541	! @nh36	0 5 0 4	854	twenty	1282	Achang_Luxi	ak⁵⁵tshəi³⁵	a k ⁵⁵ + tsʰ ə i ³⁵	?	?	twenty	ak⁵⁵ tshəi³⁵  | 3.344-II:idx	Achang (Luxi) JZ-Achang	5 4	VcTCVT	a k ⁵⁵ ◦ tsh əi ³⁵	twenty
4542	! @nh36	0 5 0 4	854	twenty	1282	Atsi	i⁵⁵tshe⁵¹	i ⁵⁵ + tsʰ e ⁵¹	?	?	twenty	i⁵⁵ tshe⁵¹  | 930.42	Atsi [Zaiwa] ZMYYC	5 4	VTCVT	i ⁵⁵ ◦ tsh e ⁵¹	twenty
4543	? @nh36	0 0 6 4	854	twenty	1282	Burmese_ZMYYC	nhac chay²	h n ɑ + sʰ s ɑ j ²	?	?	twenty	hnɑs hsɑj²  | 930.39	Burmese (Written) ZMYYC	6 4	CVc_CVcT	nh a c ◦ ch a y ²	twenty
4544	! @nh36	3 0 0 4	854	twenty	1282	Maru	ʃi̱k⁵⁵tshɛ³¹	ʃ i̱ k ⁵⁵ + tsʰ ɛ ³¹	?	?	twenty	ʃi̱k⁵⁵ tshɛ³¹  | 930.43	Maru [Langsu] ZMYYC	3 4	CVcTCVT	ʃ i̱ k ⁵⁵ ◦ tsh ɛ ³¹	twenty
4545	! @nh36	1 2	855	twenty	1282	Achang_Longchuan	tă³¹sau⁵⁵	t ă ³¹ + s a u ⁵⁵	?	?	twenty num	tă³¹ sau⁵⁵  | 0816.28	Achang (Longchuan) TBL	1 2	CVTCVT	t ă ³¹ ◦ s au ⁵⁵	twenty
4546	! @nh36	1 2	855	twenty	1282	Xiandao	ta³¹sau⁵⁵	t a ³¹ + s a u ⁵⁵	?	?	twenty num	ta³¹ sau⁵⁵  | 0816.29	Achang (Xiandao) TBL	1 2	CVTCVT	t a ³¹ ◦ s au ⁵⁵	twenty
4547	! @nh36	0 5 0 4	854	twenty	1282	Atsi	i⁵⁵tshe⁵¹	i ⁵⁵ + tsʰ e ⁵¹	?	?	twenty num	i⁵⁵ tshe⁵¹  | 0816.30	Atsi [Zaiwa] TBL	5 4	VTCVT	i ⁵⁵ ◦ tsh e ⁵¹	twenty
4548	! @nh36	0 5 0 4	854	twenty	1282	Bola	i̱³⁵thai⁵⁵	i̱ ³⁵ + tʰ a i ⁵⁵	?	?	twenty num	i̱³⁵ thai⁵⁵  | 0816.32	Bola (Luxi) TBL	5 4	VTCVT	i̱ ³⁵ ◦ th ai ⁵⁵	twenty
4549	! @nh36	3 0 0 4	854	twenty	1282	Maru	ʃi̱k⁵⁵tshɛ³¹	ʃ i̱ k ⁵⁵ + tsʰ ɛ ³¹	?	?	twenty num	ʃi̱k⁵⁵ tshɛ³¹  | 0816.31	Langsu (Luxi) TBL	3 4	CVcTCVT	ʃ i̱ k ⁵⁵ ◦ tsh ɛ ³¹	twenty
4550	! @nh36	0 5 0 4	854	twenty	1282	Lashi	ə̱⁵⁵tshe³³	ə̱ ⁵⁵ + tsʰ e ³³	?	?	twenty num	ə̱⁵⁵ tshe³³  | 0816.33	Leqi (Luxi) TBL	5 4	VTCVT	ə̱ ⁵⁵ ◦ tsh e ³³	twenty
#
4560	! @nh36	1	857	two	1270	Achang_Lianghe	sɿ⁵⁵	s ɿ ⁵⁵	?	?	two	sɿ⁵⁵  | index	Achang (Lianghe) JZ-Achang	1	CVT	s ɿ ⁵⁵	two
4561	! @nh36	1	857	two	1270	Achang_Longchuan	sək⁵⁵	s ə k ⁵⁵	?	?	two	sək⁵⁵  | 912.41	Achang (Longchuan) ZMYYC	1	CVcT	s ə k ⁵⁵	two
4562	! @nh36	25	859	two	1270	Achang_Luxi	ak⁵⁵	a k ⁵⁵	?	?	two	ak⁵⁵  | 3.344-II:idx	Achang (Luxi) JZ-Achang	25	VcT	a k ⁵⁵	two
4563	! @nh36	2	858	two	1270	Atsi	i⁵⁵	i ⁵⁵	?	?	two	i⁵⁵  | 912.42	Atsi [Zaiwa] ZMYYC	2	VT	i ⁵⁵	two
4564	! @nh36	0 0 3 0 0	856	two	1270	Burmese_ZMYYC	nhac	h n ɑ s	?	nhac	two	hnɑs  | 912.39	Burmese (Written) ZMYYC	3	CVc	nh a c	two
4565	! @nh36	0 0 3 0 0	856	two	1270	Hpun	hàiʔ	h à i ʔ	?	?	two	hàiʔ, hɛ̀ʔ  | 183	Hpun (Northern) EJAH-Hpun	3	CVc	h ài ʔ	two
4566	! @nh36	0 0 3 0 0	856	two	1270	Hpun	hɛ̀ʔ	h ɛ̀ ʔ	?	?	two	hàiʔ, hɛ̀ʔ  | 183	Hpun (Northern) EJAH-Hpun	3	CVc	h ɛ̀ ʔ	two
4567	! @nh36	1	857	two	1270	Maru	ʃi̱k⁵⁵	ʃ i̱ k ⁵⁵	?	?	two	ʃi̱k⁵⁵  | 912.43	Maru [Langsu] ZMYYC	1	CVcT	ʃ i̱ k ⁵⁵	two
4568	! @nh36	1	857	two	1270	Achang_Longchuan	sək⁵⁵	s ə k ⁵⁵	?	?	two num	sək⁵⁵  | 0798.28	Achang (Longchuan) TBL	1	CVcT	s ə k ⁵⁵	two
4569	! @nh36	1	857	two	1270	Xiandao	sɤk⁵⁵	s ɤ k ⁵⁵	?	?	two num	sɤk⁵⁵  | 0798.29	Achang (Xiandao) TBL	1	CVcT	s ɤ k ⁵⁵	two
4570	! @nh36	2	858	two	1270	Atsi	i⁵⁵	i ⁵⁵	?	?	two num	i⁵⁵  | 0798.30	Atsi [Zaiwa] TBL	2	VT	i ⁵⁵	two
4571	! @nh36	2	858	two	1270	Bola	i̱³⁵	i̱ ³⁵	?	?	two num	i̱³⁵  | 0798.32	Bola (Luxi) TBL	2	VT	i̱ ³⁵	two
4572	! @nh36	1	857	two	1270	Maru	ʃi̱k⁵⁵	ʃ i̱ k ⁵⁵	?	?	two num	ʃi̱k⁵⁵  | 0798.31	Langsu (Luxi) TBL	1	CVcT	ʃ i̱ k ⁵⁵	two
4573	! @nh36	1	857	two	1270	Lashi	ə̱k⁵⁵	ə̱ k ⁵⁵	?	?	two num	ə̱k⁵⁵  | 0798.33	Leqi (Luxi) TBL	1	VcT	ə̱ k ⁵⁵	two
#
4574	! @nh36	0 0 3 4 0	856	two things	1270	Hpun	hàiʔkɔ́ŋ	h à i + ʔ k ɔ́ ŋ	?	?	two things	hàiʔ kɔ́ŋ, hɛ̀ʔ kɔ́ŋ  | 183	Hpun (Northern) EJAH-Hpun	3 4	CVcCVc	h ài ʔ ◦ k ɔ́ ŋ	two
4575	! @nh36	0 0 3 4 0	856	two things	1270	Hpun	hɛ̀ʔkɔ́ŋ	h ɛ̀ + ʔ k ɔ́ ŋ	?	?	two things	hàiʔ kɔ́ŋ, hɛ̀ʔ kɔ́ŋ  | 183	Hpun (Northern) EJAH-Hpun	3 4	CVcCVc	h ɛ̀ ʔ ◦ k ɔ́ ŋ	two
#
4576	! @nh36	3	861	warm	1426	Achang_Lianghe	ȵuɛ³¹	ȵ u ɛ ³¹	?	?	warm	ȵuɛ³¹  | 1637.34	Achang (Lianghe) JZ-Achang	3	CVT	ȵ uɛ ³¹	warm
4577	! @nh36	2	862	warm	1426	Achang_Longchuan	lum⁵⁵	l u m ⁵⁵	?	?	warm	lum⁵⁵  | 1065.28	Achang (Longchuan) TBL	2	CVcT	l u m ⁵⁵	warm
4578	! @nh36	3	861	warm	1426	Achang_Luxi	nuɛ⁵¹	n u ɛ ⁵¹	?	?	warm	nuɛ⁵¹  | 48.3	Achang (Luxi) JZ-Achang	3	CVT	n uɛ ⁵¹	warm
4579	! @nh36	2	862	warm	1426	Xiandao	lum⁵⁵	l u m ⁵⁵	?	?	warm	lum⁵⁵  | 1065.29	Achang (Xiandao) TBL	2	CVcT	l u m ⁵⁵	warm
4580	! @nh36	3	861	warm	1426	Atsi	ŋje²¹	ŋ j e ²¹	?	?	warm	ŋje²¹  | 1065.30	Atsi [Zaiwa] TBL	3	CCVT	ŋ j e ²¹	warm
4581	! @nh36	2	862	warm	1426	Bola	lam⁵⁵	l a m ⁵⁵	?	?	warm	lam⁵⁵  | 1065.32	Bola (Luxi) TBL	2	CVcT	l a m ⁵⁵	warm
4582	! @nh36	3	861	warm	1426	Burmese_ZMYYC	nve³	n w e ³	?	?	warm	nwe³  | 885.39	Burmese (Written) ZMYYC	3	CCVT	n v e ³	warm
4583	! @nh36	0 4	863	warm	1426	Hpun	pú-ŋ	p ú ŋ	?	?	warm	pú-ŋ, pó-ŋ  | 1193	Hpun (Northern) EJAH-Hpun	4	CVc	p ú ŋ	warm
4584	! @nh36	0 4	863	warm	1426	Hpun	pó-ŋ	p ó ŋ	?	?	warm	pú-ŋ, pó-ŋ  | 1193	Hpun (Northern) EJAH-Hpun	4	CVc	p ó ŋ	warm
4585	! @nh36	3	861	warm	1426	Maru	ŋjø³⁵	ŋ j ø ³⁵	?	?	warm	ŋjø³⁵  | 1065.31	Langsu (Luxi) TBL	3	CCVT	ŋ j ø ³⁵	warm
4586	! @nh36	3	861	warm	1426	Lashi	ŋyː³³	ŋ yː ³³	?	?	warm	ŋyː³³  | 1065.33	Leqi (Luxi) TBL	3	CVT	ŋ yː ³³	warm
#
2683	! @nh36	0 0 1 0 3	448	warm water	17	Hpun	chípú-ŋ	c h í + p ú ŋ	?	?	warm water	chí pú-ŋ, chí púʼ  | 544	Hpun (Northern) EJAH-Hpun	1 3	CVCVc	ch í ◦ p ú ŋ	the water
2684	! @nh36	0 0 1 0 3	448	warm water	17	Hpun	chípúʼ	c h í + p úʼ	?	?	warm water	chí pú-ŋ, chí púʼ  | 544	Hpun (Northern) EJAH-Hpun	1 3	CVCVc	ch í ◦ p ú ʔ	the water
2703	! @nh36	0 0 1 0 3	448	warm water	17	Hpun	chíʔpúʼ	c h í + ʔ p úʼ	?	?	water (hot)	chíʔ púʼ  | 312	Hpun (Northern) EJAH-Hpun	1 3	CVcCVc	ch í ʔ ◦ p ú ʔ	the water
4599	! @nh36	5 4	863	warm water	1426	Hpun	chípú-ŋ	c h í + p ú ŋ	?	?	warm water	chí pú-ŋ, chí púʼ  | 544	Hpun (Northern) EJAH-Hpun	5 4	CVCVc	ch í ◦ p ú ŋ	warm
4600	! @nh36	5 4	863	warm water	1426	Hpun	chípúʼ	c h í + p úʼ	?	?	warm water	chí pú-ŋ, chí púʼ  | 544	Hpun (Northern) EJAH-Hpun	5 4	CVCVc	ch í ◦ p ú ʔ	warm
#
4601	! @nh36	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0	864	we	175	Achang_Lianghe	ŋu³¹tuŋ⁵⁵	ŋ u ³¹ + t u ŋ ⁵⁵	?	?	we	ŋu³¹ tuŋ⁵⁵  | 718.3	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	ŋ u ³¹ ◦ t u ŋ ⁵⁵	we
4602	! @nh36	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	we	175	Achang_Longchuan	ŋɔ⁵⁵tuʔ³¹	ŋ ɔ ⁵⁵ + t u ʔ ³¹	?	?	we	ŋɔ⁵⁵ tuʔ³¹  | 971.41	Achang (Longchuan) ZMYYC	1 3	CVTCVcT	ŋ ɔ ⁵⁵ ◦ t u ʔ ³¹	we
4603	! @nh36	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	we	175	Achang_Luxi	ŋɔ⁵⁵tɔ⁵⁵	ŋ ɔ ⁵⁵ + t ɔ ⁵⁵	?	?	we	ŋɔ⁵⁵ tɔ⁵⁵  | 970.41	Achang (Luxi) JZ-Achang	1 3	CVTCVT	ŋ ɔ ⁵⁵ ◦ t ɔ ⁵⁵	we
4604	! @nh36	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0	864	we	175	Atsi	ŋa⁵⁵moʔ⁵⁵	ŋ a ⁵⁵ + m o ʔ ⁵⁵	?	?	we	ŋa⁵⁵ moʔ⁵⁵  | 971.42	Atsi [Zaiwa] ZMYYC	1 4	CVTCVcT	ŋ a ⁵⁵ ◦ m o ʔ ⁵⁵	we
4605	! @nh36	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	we	175	Burmese_ZMYYC	ŋa²tui¹	ŋ ɑ ² + t o ¹	?	?	we	ŋɑ² to¹  | 971.39	Burmese (Written) ZMYYC	1 3	CVTCVT	ŋ a ² ◦ t ui ¹	we
4606	! @nh36	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0	864	we	175	Maru	ŋɔ̆³¹na̱uŋ⁵⁵	ŋ ɔ̆ ³¹ + n a̱ u ŋ ⁵⁵	?	?	we	ŋɔ̆³¹ na̱uŋ⁵⁵  | 971.43	Maru [Langsu] ZMYYC	1 5	CVTCVcT	ŋ ɔ̆ ³¹ ◦ n a̱u ŋ ⁵⁵	we
4628	! @nh36	13 0 14 15	865	we	175	Achang_Longchuan	tă³¹tʂə⁵⁵kuai⁵⁵	t ă ³¹ + tʂ ə ⁵⁵ + k u a i ⁵⁵	?	?	we all pron	tă³¹ tʂə⁵⁵ kuai⁵⁵  | 0939.28	Achang (Longchuan) TBL	13 14 15	CVTCVTCVT	t ă ³¹ ◦ tʂ ə ⁵⁵ ◦ k uai ⁵⁵	we
4629	! @nh36	13 16 0 0	865	we	175	Xiandao	ta³¹ka³¹	t a ³¹ + k a ³¹	?	?	we all pron	ta³¹ ka³¹  | 0939.29	Achang (Xiandao) TBL	13 16	CVTCVT	t a ³¹ ◦ k a ³¹	we
4630	! @nh36	17 18 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	864	we	175	Atsi	lu̱ŋ⁵⁵la̱ŋ⁵⁵paŋ²¹	l u̱ ŋ ⁵⁵ + l a̱ ŋ ⁵⁵ + p a ŋ ²¹	?	?	we all pron	lu̱ŋ⁵⁵ la̱ŋ⁵⁵ paŋ²¹  | 0939.30	Atsi [Zaiwa] TBL	17 18 19	CVcTCVcTCVcT	l u̱ ŋ ⁵⁵ ◦ l a̱ ŋ ⁵⁵ ◦ p a ŋ ²¹	we
4631	! @nh36	0 0 19 20 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0	864	we	175	Bola	pɛ̃⁵⁵ʃaʔ⁵⁵maʔ³¹	p ɛ̃ ⁵⁵ + ʃ a ʔ ⁵⁵ + m a ʔ ³¹	?	?	we all pron	pɛ̃⁵⁵ ʃaʔ⁵⁵ maʔ³¹  | 0939.32	Bola (Luxi) TBL	19 20 21	CVVTCVcTCVcT	p ɛ̃ ∼ ⁵⁵ ◦ ʃ a ʔ ⁵⁵ ◦ m a ʔ ³¹	we
