# Wordlist

# DATA
ID	DOCULECT	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
3430	Atsi	! @nh36	1 0 3 0	600	to fall asleep	1052	ju̱p⁵⁵to̱²¹	to fall	j u̱ p ⁵⁵ + t o̱ ²¹	?	?	asleep, fall v.	ju̱p⁵⁵ to̱²¹  | 1647.30	Atsi [Zaiwa] TBL	1 3	CVcTCVT	j u̱ p ⁵⁵ ◦ t o̱ ²¹
3431	Bola	! @nh36	1 0 3 0	600	to fall asleep	1052	ja̱p⁵⁵ta̱³⁵	to fall	j a̱ p ⁵⁵ + t a̱ ³⁵	?	?	asleep, fall v.	ja̱p⁵⁵ ta̱³⁵  | 1647.32	Bola (Luxi) TBL	1 3	CVcTCVT	j a̱ p ⁵⁵ ◦ t a̱ ³⁵
3433	Lashi	! @nh36	1 2 0 0	600	to fall asleep	1052	ju̱ːp⁵⁵mje̱ːi⁵⁵	to fall	j u̱ː p ⁵⁵ + m j e̱ː i ⁵⁵	?	?	asleep, fall v.	ju̱ːp⁵⁵ mje̱ːi⁵⁵  | 1647.33	Leqi (Luxi) TBL	1 2	CVcTCCVT	j u̱ː p ⁵⁵ ◦ m j e̱ːi ⁵⁵
3432	Maru	! @nh36	1 2 0 0	600	to fall asleep	1052	jap³¹mji̱k⁵⁵	to fall	j a p ³¹ + m j i̱ k ⁵⁵	?	?	asleep, fall v.	jap³¹ mji̱k⁵⁵  | 1647.31	Langsu (Luxi) TBL	1 2	CVcTCCVcT	j a p ³¹ ◦ m j i̱ k ⁵⁵
3429	Xiandao_B	! @nh36	1 2 0 0	600	to fall asleep	1052	it⁵⁵mui³¹	to fall	i t ⁵⁵ + m u i ³¹	?	?	asleep, fall v.	it⁵⁵ mui³¹  | 2261	Achang (Xiandao) DQ-Xiandao	1 2	VcTCVT	i t ⁵⁵ ◦ m ui ³¹
#
3477	Achang_Lianghe	! @nh36	1	607	to fear	1920	tʂu³¹	to fear	tʂ u ³¹	?	?	fear	tʂu³¹  | 254.3	Achang (Lianghe) JZ-Achang	1	CVT	tʂ u ³¹
3478	Achang_Longchuan_B	! @nh36	2	606	to fear	1920	ʐoʔ⁵⁵	to fear	ʐ o ʔ ⁵⁵	?	?	fear	ʐoʔ⁵⁵  | 730.41	Achang (Longchuan) ZMYYC	2	CVcT	ʐ o ʔ ⁵⁵
3479	Achang_Luxi	! @nh36	3	608	to fear	1920	tan³¹	to fear	t a n ³¹	?	?	fear	tan³¹  | 601.47	Achang (Luxi) JZ-Achang	3	CVcT	t a n ³¹
3480	Atsi_B	! @nh36	2	606	to fear	1920	kjuʔ²¹	to fear	k j u ʔ ²¹	?	?	fear	kjuʔ²¹  | 730.42	Atsi [Zaiwa] ZMYYC	2	CCVcT	k j u ʔ ²¹
3481	Burmese_ZMYYC	! @nh36	2	606	to fear	1920	krok	to fear	k r ɔ k	1	kro₂k	fear	krɔk  | 730.39	Burmese (Written) ZMYYC	2	CCVc	k r o k
3482	Hpun	! @nh36	2	606	to fear	1920	chòʔ	to fear	c h ò ʔ	?	?	fear	chòʔ  | 521	Hpun (Northern) EJAH-Hpun	2	CVc	ch ò ʔ
3483	Maru_B	! @nh36	2	606	to fear	1920	kjauk³¹	to fear	k j a u k ³¹	?	?	fear	kjauk³¹  | 730.43	Maru [Langsu] ZMYYC	2	CCVcT	k j au k ³¹
#
3160	Achang_Longchuan	! @nh36	1	540	to fetch	1082	kʐə⁵⁵	to come	kʐ ə ⁵⁵	?	?	ask s.b. to come here / fetch v.	kʐə⁵⁵  | 1367.28	Achang (Longchuan) TBL	1	CCVT	k ʐ ə ⁵⁵
3162	Atsi	! @nh36	2	539	to fetch	1082	vut²¹	to come	v u t ²¹	?	?	ask s.b. to come here / fetch v.	vut²¹  | 1367.30	Atsi [Zaiwa] TBL	2	CVcT	v u t ²¹
3163	Bola	! @nh36	3	538	to fetch	1082	jɔ̃⁵⁵	to come	j ɔ̃ ⁵⁵	?	?	ask s.b. to come here / fetch v.	jɔ̃⁵⁵  | 1367.32	Bola (Luxi) TBL	3	CVVT	j ɔ̃ ∼ ⁵⁵
3165	Lashi	! @nh36	3	538	to fetch	1082	juːt³¹	to come	j uː t ³¹	?	?	ask s.b. to come here / fetch v.	juːt³¹  | 1367.33	Leqi (Luxi) TBL	3	CVcT	j uː t ³¹
3164	Maru	! @nh36	3	538	to fetch	1082	jɔ̃³¹	to come	j ɔ̃ ³¹	?	?	ask s.b. to come here / fetch v.	jɔ̃³¹  | 1367.31	Langsu (Luxi) TBL	3	CVVT	j ɔ̃ ∼ ³¹
3161	Xiandao	! @nh36	2	539	to fetch	1082	xɤ⁵⁵	to come	x ɤ ⁵⁵	?	?	ask s.b. to come here / fetch v.	xɤ⁵⁵  | 1367.29	Achang (Xiandao) TBL	2	CVT	x ɤ ⁵⁵
#
3484	Achang_Lianghe	! @nh36	0 0 1 0 2	609	to fight	1702	pa³¹kɑ³⁵	to fight	p a ³¹ + k ɑ ³⁵	?	?	fight	pa³¹ kɑ³⁵  | 0485.46	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	p a ³¹ ◦ k ɑ ³⁵
3485	Achang_Longchuan	! @nh36	0 3 0 0 2	609	to fight	1702	tek⁵⁵kɔ³¹	to fight	t e k ⁵⁵ + k ɔ ³¹	?	?	fight	tek⁵⁵ kɔ³¹  | 1234.28	Achang (Longchuan) TBL	3 2	CVcTCVT	t e k ⁵⁵ ◦ k ɔ ³¹
3490	Achang_Longchuan	! @nh36	6	612	to fight	1702	tsən³¹	to fight	ts ə n ³¹	?	?	fight / vie for v.	tsən³¹  | 1796.28	Achang (Longchuan) TBL	6	CVcT	ts ə n ³¹
3486	Achang_Longchuan_B	! @nh36	0 3 0 0 2	609	to fight	1702	teʔ⁵⁵kɔ³¹	to fight	t e ʔ ⁵⁵ + k ɔ ³¹	?	?	fight	teʔ⁵⁵ kɔ³¹  | 709.41	Achang (Longchuan) ZMYYC	3 2	CVcTCVT	t e ʔ ⁵⁵ ◦ k ɔ ³¹
3487	Achang_Luxi	! @nh36	0 0 1 0 2	609	to fight	1702	pat³¹ka³⁵	to fight	p a t ³¹ + k a ³⁵	?	?	fight	pat³¹ ka³⁵  | 1346	Achang (Luxi) JZ-Achang	1 2	CVcTCVT	p a t ³¹ ◦ k a ³⁵
3492	Atsi	! @nh36	7 0 0 8 0	609	to fight	1702	lu⁵⁵lu̱m²¹	to fight	l u ⁵⁵ + l u̱ m ²¹	?	?	fight / vie for v.	lu⁵⁵ lu̱m²¹  | 1796.30	Atsi [Zaiwa] TBL	7 8	CVTCVcT	l u ⁵⁵ ◦ l u̱ m ²¹
3496	Atsi	! @nh36	0 0 1 8 0	609	to fight	1702	pat²¹lu̱m²¹	to fight	p a t ²¹ + l u̱ m ²¹	?	?	fight v.	pat²¹ lu̱m²¹  | 1234.30	Atsi [Zaiwa] TBL	1 8	CVcTCVcT	p a t ²¹ ◦ l u̱ m ²¹
3497	Atsi_B	! @nh36	0 0 1 8 0	609	to fight	1702	pjoʔ²¹lu̱m²¹	to fight	p j o ʔ ²¹ + l u̱ m ²¹	?	?	fight v.	pjoʔ²¹ lu̱m²¹  | 709.42	Atsi [Zaiwa] ZMYYC	1 8	CCVcTCVcT	p j o ʔ ²¹ ◦ l u̱ m ²¹
3493	Bola	! @nh36	7 0 0 8 0	609	to fight	1702	lɔ̱t⁵⁵la̱m³⁵	to fight	l ɔ̱ t ⁵⁵ + l a̱ m ³⁵	?	?	fight / vie for v.	lɔ̱t⁵⁵ la̱m³⁵  | 1796.32	Bola (Luxi) TBL	7 8	CVcTCVcT	l ɔ̱ t ⁵⁵ ◦ l a̱ m ³⁵
3498	Bola	! @nh36	0 0 1 8 0	609	to fight	1702	pɛʔ³¹la̱m³⁵	to fight	p ɛ ʔ ³¹ + l a̱ m ³⁵	?	?	fight v.	pɛʔ³¹ la̱m³⁵  | 1234.32	Bola (Luxi) TBL	1 8	CVcTCVcT	p ɛ ʔ ³¹ ◦ l a̱ m ³⁵
3489	Burmese_ZMYYC	! @nh36	4 5	611	to fight	1702	ran phrac	to fight	r ɑ n ² + pʰ r ɑ s	?	?	fight	rɑn²phrɑs  | 709.39	Burmese (Written) ZMYYC	4 5	CVc_CCVc	r a n ◦ ph r a c
3495	Lashi	! @nh36	9	610	to fight	1702	lu̱ːt⁵⁵	to fight	l u̱ː t ⁵⁵	?	?	fight / vie for v.	lu̱ːt⁵⁵  | 1796.33	Leqi (Luxi) TBL	9	CVcT	l u̱ː t ⁵⁵
3500	Lashi	! @nh36	0 0 1 0 2	609	to fight	1702	pat³¹kɔ⁵⁵	to fight	p a t ³¹ + k ɔ ⁵⁵	?	?	fight v.	pat³¹ kɔ⁵⁵  | 1234.33	Leqi (Luxi) TBL	1 2	CVcTCVT	p a t ³¹ ◦ k ɔ ⁵⁵
3494	Maru	! @nh36	9	610	to fight	1702	la̱t⁵⁵	to fight	l a̱ t ⁵⁵	?	?	fight / vie for v.	la̱t⁵⁵  | 1796.31	Langsu (Luxi) TBL	9	CVcT	l a̱ t ⁵⁵
3499	Maru	! @nh36	0 0 1 8 0	609	to fight	1702	pɛʔ³¹la̱m³¹	to fight	p ɛ ʔ ³¹ + l a̱ m ³¹	?	?	fight v.	pɛʔ³¹ la̱m³¹  | 1234.31	Langsu (Luxi) TBL	1 8	CVcTCVcT	p ɛ ʔ ³¹ ◦ l a̱ m ³¹
3488	Xiandao	! @nh36	0 3 0 0 2	609	to fight	1702	ta³⁵kɔ³⁵	to fight	t a ³⁵ + k ɔ ³⁵	?	?	fight	ta³⁵ kɔ³⁵  | 1234.29	Achang (Xiandao) TBL	3 2	CVTCVT	t a ³⁵ ◦ k ɔ ³⁵
3491	Xiandao	! @nh36	7 0 0 0 0	609	to fight	1702	lu³⁵	to fight	l u ³⁵	?	?	fight / vie for v.	lu³⁵  | 1796.29	Achang (Xiandao) TBL	7	CVT	l u ³⁵
#
3501	Achang_Lianghe	! @nh36	5	614	to float	1059	phjɑu³¹	to float	pʰ j ɑ u ³¹	?	?	float	phjɑu³¹  | 1340.26	Achang (Lianghe) JZ-Achang	5	CCVT	ph j ɑu ³¹
3504	Achang_Longchuan	! @nh36	1 0	613	to float	1059	ȵə³¹	to float	ȵ ə ³¹	?	?	float v.	ȵə³¹  | 1553.28	Achang (Longchuan) TBL	1	CVT	ȵ ə ³¹
3502	Achang_Luxi	! @nh36	5	614	to float	1059	phjau⁵⁵	to float	pʰ j a u ⁵⁵	?	?	float	phjau⁵⁵  | 4462	Achang (Luxi) JZ-Achang	5	CCVT	ph j au ⁵⁵
3506	Atsi	! @nh36	1 0	613	to float	1059	mju²¹	to float	m j u ²¹	?	?	float v.	mju²¹  | 1553.30	Atsi [Zaiwa] TBL	1	CCVT	m j u ²¹
3507	Atsi_B	! @nh36	1 2	613	to float	1059	mju²¹voŋ²¹	to float	m j u ²¹ + v o ŋ ²¹	?	?	float v.	mju²¹ voŋ²¹  | 758.42	Atsi [Zaiwa] ZMYYC	1 2	CCVTCVcT	m j u ²¹ ◦ v o ŋ ²¹
3508	Bola	! @nh36	3	615	to float	1059	mjuŋ³¹	to float	m j u ŋ ³¹	?	?	float v.	mjuŋ³¹  | 1553.32	Bola (Luxi) TBL	3	CCVcT	m j u ŋ ³¹
3503	Burmese_ZMYYC	! @nh36	5	614	to float	1059	pau	to float	p ɔ ²	?	?	float	pɔ²  | 758.39	Burmese (Written) ZMYYC	5	CV	p au
3510	Lashi	! @nh36	4	616	to float	1059	kjaːm⁵⁵	to float	k j aː m ⁵⁵	?	?	float v.	kjaːm⁵⁵  | 1553.33	Leqi (Luxi) TBL	4	CCVcT	k j aː m ⁵⁵
3509	Maru	! @nh36	3	615	to float	1059	mjuŋ³⁵	to float	m j u ŋ ³⁵	?	?	float v.	mjuŋ³⁵  | 1553.31	Langsu (Luxi) TBL	3	CCVcT	m j u ŋ ³⁵
3505	Xiandao	! @nh36	1 0	613	to float	1059	ɲu³¹	to float	ɲ u ³¹	?	?	float v.	ɲu³¹  | 1553.29	Achang (Xiandao) TBL	1	CVT	ɲ u ³¹
#
3514	Achang_Lianghe	! @nh36	2	617	to flow	1057	ʑɑuʔ⁵⁵	to flow	ʑ ɑ u ʔ ⁵⁵	?	?	flow 2	ʑɑuʔ⁵⁵  | 0539.37	Achang (Lianghe) JZ-Achang	2	CVcT	ʑ ɑu ʔ ⁵⁵
3511	Achang_Longchuan	! @nh36	1	618	to flow	1057	so³¹	to flow	s o ³¹	?	?	flow 1	so³¹  | 1502.28	Achang (Longchuan) TBL	1	CVT	s o ³¹
3515	Achang_Luxi	! @nh36	3	619	to flow	1057	mju⁵⁵	to flow	m j u ⁵⁵	?	?	flow 2	mju⁵⁵  | 0380.01	Achang (Luxi) JZ-Achang	3	CCVT	m j u ⁵⁵
3516	Atsi	! @nh36	2	617	to flow	1057	jui⁵¹	to flow	j u i ⁵¹	?	?	flow 2	jui⁵¹  | 1502.30	Atsi [Zaiwa] TBL	2	CVT	j ui ⁵¹
3517	Bola	! @nh36	2	617	to flow	1057	ju⁵⁵	to flow	j u ⁵⁵	?	?	flow 2	ju⁵⁵  | 1502.32	Bola (Luxi) TBL	2	CVT	j u ⁵⁵
3513	Burmese_ZMYYC	? @nh36	1	618	to flow	1057	cīḥ	to flow	s i ³	?	cīḥ	flow 1	si³  | 756.39	Burmese (Written) ZMYYC	1	CVT	c ī ḥ
3519	Lashi	! @nh36	2	617	to flow	1057	jaːu³¹	to flow	j aː u ³¹	?	?	flow 2	jaːu³¹  | 1502.33	Leqi (Luxi) TBL	2	CVT	j aːu ³¹
3518	Maru	! @nh36	2	617	to flow	1057	juk³¹	to flow	j u k ³¹	?	?	flow 2	juk³¹  | 1502.31	Langsu (Luxi) TBL	2	CVcT	j u k ³¹
3512	Xiandao	! @nh36	1	618	to flow	1057	ʂa³¹	to flow	ʂ a ³¹	?	?	flow 1	ʂa³¹  | 1502.29	Achang (Xiandao) TBL	1	CVT	ʂ a ³¹
#
3524	Achang_Lianghe	! @nh36	2	620	to fly	1064	tsɑŋ⁵⁵	to fly	ts ɑ ŋ ⁵⁵	?	?	fly v 2	tsɑŋ⁵⁵  | 338.8	Achang (Lianghe) JZ-Achang	2	CVcT	ts ɑ ŋ ⁵⁵
3525	Achang_Longchuan_C	! @nh36	2	620	to fly	1064	tʂam⁵⁵	to fly	tʂ a m ⁵⁵	?	?	fly v 2	tʂam⁵⁵  | 1826	Achang (Longchuan) JZ-Achang	2	CVcT	tʂ a m ⁵⁵
3522	Achang_Luxi	! @nh36	1	621	to fly	1064	pjam³¹	to fly	p j a m ³¹	?	?	fly v 1	pjam³¹  | 0493.31	Achang (Luxi) JZ-Achang	1	CCVcT	p j a m ³¹
3527	Atsi_C	! @nh36	2	620	to fly	1064	taŋ²¹	to fly	t a ŋ ²¹	?	?	fly v 2	taŋ²¹  | 782.42	Atsi [Zaiwa] JZ-Zaiwa	2	CVcT	t a ŋ ²¹
3528	Bola	! @nh36	2	620	to fly	1064	tɔ̃³¹	to fly	t ɔ̃ ³¹	?	?	fly v 2	tɔ̃³¹  | 1318.32	Bola (Luxi) TBL	2	CVVT	t ɔ̃ ∼ ³¹
3521	Bola_B	! @nh36	2	620	to fly	1064	tɔ̃³¹	to fly	t ɔ̃ ³¹	?	?	fly	tɔ̃³¹  | 1826	Bola DQ-Bola	2	CVVT	t ɔ̃ ∼ ³¹
3523	Burmese_ZMYYC	! @nh36	1	621	to fly	1064	pyaṁ	to fly	p j ɑ ṁ ²	1	pyaṁ	fly v 1	pjɑṁ²  | 782.39	Burmese (Written) ZMYYC	1	CCVc	p y a ṁ
3530	Lashi	! @nh36	2	620	to fly	1064	taːŋ³³	to fly	t aː ŋ ³³	?	?	fly v 2	taːŋ³³  | 1318.33	Leqi (Luxi) TBL	2	CVcT	t aː ŋ ³³
3529	Maru	! @nh36	2	620	to fly	1064	tɔ̃³⁵	to fly	t ɔ̃ ³⁵	?	?	fly v 2	tɔ̃³⁵  | 1318.31	Langsu (Luxi) TBL	2	CVVT	t ɔ̃ ∼ ³⁵
3526	Xiandao	! @nh36	2	620	to fly	1064	tʂam⁵⁵	to fly	tʂ a m ⁵⁵	?	?	fly v 2	tʂam⁵⁵  | 1318.29	Achang (Xiandao) TBL	2	CVcT	tʂ a m ⁵⁵
3520	Xiandao_B	! @nh36	2	620	to fly	1064	tʂam⁵⁵	to fly	tʂ a m ⁵⁵	?	?	fly	tʂam⁵⁵  | 1826	Achang (Xiandao) DQ-Xiandao	2	CVcT	tʂ a m ⁵⁵
#
3531	Achang_Lianghe	! @nh36	0 0 1 2	622	to forget	1524	mjit³¹lɑ³⁵	to forget	m j i t ³¹ + l ɑ ³⁵	?	?	forget v.	mjit³¹ lɑ³⁵  | 1110.19	Achang (Lianghe) JZ-Achang	1 2	CCVcTCVT	m j i t ³¹ ◦ l ɑ ³⁵
3532	Achang_Longchuan	! @nh36	0 0 1 0	622	to forget	1524	ȵi³⁵	to forget	ȵ i ³⁵	?	?	forget v.	ȵi³⁵  | 1704.28	Achang (Longchuan) TBL	1	CVT	ȵ i ³⁵
3533	Achang_Luxi	! @nh36	0 0 1 2	622	to forget	1524	mjit³¹la³⁵	to forget	m j i t ³¹ + l a ³⁵	?	?	forget v.	mjit³¹ la³⁵  | 1110.19	Achang (Luxi) JZ-Achang	1 2	CCVcTCVT	m j i t ³¹ ◦ l a ³⁵
3535	Atsi	! @nh36	0 3 1 0	622	to forget	1524	to̱²¹mji̱⁵⁵	to forget	t o̱ ²¹ + m j i̱ ⁵⁵	?	?	forget v.	to̱²¹ mji̱⁵⁵  | 1704.30	Atsi [Zaiwa] TBL	3 1	CVTCCVT	t o̱ ²¹ ◦ m j i̱ ⁵⁵
3536	Atsi_B	! @nh36	0 3 1 0	622	to forget	1524	to̱⁵¹mji̱⁵⁵	to forget	t o̱ ⁵¹ + m j i̱ ⁵⁵	?	?	forget v.	to̱⁵¹ mji̱⁵⁵  | 726.42	Atsi [Zaiwa] ZMYYC	3 1	CVTCCVT	t o̱ ⁵¹ ◦ m j i̱ ⁵⁵
3537	Bola	! @nh36	0 3 1 0	622	to forget	1524	tɑ̱̆³¹mə̱i³¹	to forget	t ɑ̱̆ ³¹ + m ə̱ i ³¹	?	?	forget v.	tɑ̱̆³¹ mə̱i³¹  | 1704.32	Bola (Luxi) TBL	3 1	CVTCVT	t ɑ̱̆ ³¹ ◦ m ə̱i ³¹
3538	Burmese_ZMYYC	! @nh36	0 0 1 0	622	to forget	1524	meʔ	to forget	m e ¹	?	miyʔ	forget v.	me¹  | 726.39	Burmese (Written) ZMYYC	1	CVc	m e ʔ
3540	Lashi	! @nh36	0 3 1 0	622	to forget	1524	tɔː⁵⁵mje̱ːi⁵³	to forget	t ɔː ⁵⁵ + m j e̱ː i ⁵³	?	?	forget v.	tɔː⁵⁵ mje̱ːi⁵³  | 1704.33	Leqi (Luxi) TBL	3 1	CVTCCVT	t ɔː ⁵⁵ ◦ m j e̱ːi ⁵³
3539	Maru	! @nh36	0 3 1 0	622	to forget	1524	tɔ⁵⁵mji̱k⁵⁵	to forget	t ɔ ⁵⁵ + m j i̱ k ⁵⁵	?	?	forget v.	tɔ⁵⁵ mji̱k⁵⁵  | 1704.31	Langsu (Luxi) TBL	3 1	CVTCCVcT	t ɔ ⁵⁵ ◦ m j i̱ k ⁵⁵
3534	Xiandao	! @nh36	1 0 1 0	622	to forget	1524	niʔ⁵⁵ni³⁵	to forget	n i ʔ ⁵⁵ + n i ³⁵	?	?	forget v.	niʔ⁵⁵ ni³⁵  | 1704.29	Achang (Xiandao) TBL	1 1	CVcTCVT	n i ʔ ⁵⁵ ◦ n i ³⁵
#
1673	Achang_Longchuan	! @nh36	3	277	to freeze	66	kət³⁵	the ice	k ə t ³⁵	?	?	freeze / ice up v.	kət³⁵  | 1440.28	Achang (Longchuan) TBL	3	CVcT	k ə t ³⁵
3541	Achang_Longchuan	! @nh36	1	623	to freeze	68	kət³⁵	to freeze	k ə t ³⁵	?	?	freeze (meat) v.	kət³⁵  | 1283.28	Achang (Longchuan) TBL	1	CVcT	k ə t ³⁵
3545	Achang_Longchuan	! @nh36	1	623	to freeze	68	kət³⁵	to freeze	k ə t ³⁵	?	?	freeze / ice up v.	kət³⁵  | 1440.28	Achang (Longchuan) TBL	1	CVcT	k ə t ³⁵
3543	Atsi	! @nh36	2	625	to freeze	68	kjam⁵⁵	to freeze	k j a m ⁵⁵	?	?	freeze (meat) v.	kjam⁵⁵  | 1283.30	Atsi [Zaiwa] TBL	2	CCVcT	k j a m ⁵⁵
1674	Bola	! @nh36	4	278	to freeze	66	tui³¹	the ice	t u i ³¹	?	?	freeze / ice up v.	tui³¹  | 1440.32	Bola (Luxi) TBL	4	CVT	t ui ³¹
3544	Bola	! @nh36	3	624	to freeze	68	ku³⁵	to freeze	k u ³⁵	?	?	freeze (meat) v.	ku³⁵  | 1283.32	Bola (Luxi) TBL	3	CVT	k u ³⁵
3546	Bola	! @nh36	3	624	to freeze	68	tui³¹	to freeze	t u i ³¹	?	?	freeze / ice up v.	tui³¹  | 1440.32	Bola (Luxi) TBL	3	CVT	t ui ³¹
3542	Xiandao	! @nh36	1	623	to freeze	68	kɤt³⁵	to freeze	k ɤ t ³⁵	?	?	freeze (meat) v.	kɤt³⁵  | 1283.29	Achang (Xiandao) TBL	1	CVcT	k ɤ t ³⁵
#
3559	Achang_Longchuan	! @nh36	1	629	to give	1144	tsi³¹	to give	ts i ³¹	?	?	give v.	tsi³¹  | 1345.28	Achang (Longchuan) TBL	1	CVT	ts i ³¹
3561	Atsi	! @nh36	2	626	to give	1144	pji²¹	to give	p j i ²¹	?	?	give v.	pji²¹  | 1345.30	Atsi [Zaiwa] TBL	2	CCVT	p j i ²¹
3562	Bola	! @nh36	2	626	to give	1144	pi³¹	to give	p i ³¹	?	?	give v.	pi³¹  | 1345.32	Bola (Luxi) TBL	2	CVT	p i ³¹
3547	Hpun	! @nh36	2	626	to give	1144	pè	to give	p è	?	?	give	pè, pè-ŋ  | 148	Hpun (Northern) EJAH-Hpun	2	CV	p è
3548	Hpun	! @nh36	2	626	to give	1144	pè-ŋ	to give	p è ŋ	?	?	give	pè, pè-ŋ  | 148	Hpun (Northern) EJAH-Hpun	2	CVc	p è ŋ
3564	Lashi	! @nh36	2	626	to give	1144	pjeːi³³	to give	p j eː i ³³	?	?	give v.	pjeːi³³  | 1345.33	Leqi (Luxi) TBL	2	CCVT	p j eːi ³³
3563	Maru	! @nh36	2	626	to give	1144	pjik⁵⁵	to give	p j i k ⁵⁵	?	?	give v.	pjik⁵⁵  | 1345.31	Langsu (Luxi) TBL	2	CCVcT	p j i k ⁵⁵
3560	Xiandao	! @nh36	1	629	to give	1144	tsi³¹	to give	ts i ³¹	?	?	give v.	tsi³¹  | 1345.29	Achang (Xiandao) TBL	1	CVT	ts i ³¹
#
3041	Achang_Lianghe	! @nh36	3	513	to give birth	482	ʂu³¹	to be born	ʂ u ³¹	?	?	birth, give (to child)	ʂu³¹  | 1274.21	Achang (Lianghe) JZ-Achang	3	CVT	ʂ u ³¹
3030	Achang_Longchuan_B	! @nh36	4	514	to give birth	482	tiak³⁵	to be born	t i a k ³⁵	?	?	birth, give	tiak³⁵  | 774.41	Achang (Longchuan) ZMYYC	4	CVcT	t ia k ³⁵
3042	Achang_Longchuan_C	! @nh36	4	514	to give birth	482	tiak³⁵	to be born	t i a k ³⁵	?	?	birth, give (to child)	tiak³⁵  | 501	Achang (Longchuan) JZ-Achang	4	CVcT	t ia k ³⁵
3043	Achang_Luxi	! @nh36	0 0 1	512	to give birth	482	pa³¹	to be born	p a ³¹	?	?	birth, give to v.	pa³¹  | 732.43	Achang (Luxi) JZ-Achang	1	CVT	p a ³¹
3045	Atsi	! @nh36	2	511	to give birth	482	vo⁵⁵	to be born	v o ⁵⁵	?	?	birth, give to v.	vo⁵⁵  | 1620.30	Atsi [Zaiwa] TBL	2	CVT	v o ⁵⁵
3031	Atsi_C	! @nh36	0 0 1	512	to give birth	482	pau²¹	to be born	p a u ²¹	?	?	birth, give	pau²¹  | T.25	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	p au ²¹
3036	Atsi_C	! @nh36	8	515	to give birth	482	vo⁵⁵	to be born	v o ⁵⁵	?	?	birth, give (child)	vo⁵⁵  | 1432.35	Atsi [Zaiwa] JZ-Zaiwa	8	CVT	v o ⁵⁵
3046	Bola	! @nh36	2	511	to give birth	482	ɣa³⁵	to be born	ɣ a ³⁵	?	?	birth, give to v.	ɣa³⁵  | 1620.32	Bola (Luxi) TBL	2	CVT	ɣ a ³⁵
3032	Burmese_ZMYYC	! @nh36	5	516	to give birth	482	mveḥ	to be born	m w e ³	?	muyḥ	birth, give	mwe³  | 774.39	Burmese (Written) ZMYYC	5	CCVT	m v e ḥ
3033	Hpun	! @nh36	6 7 1	512	to give birth	482	ăsăphóʔ	to be born	ă + s ă + pʰ ó ʔ	?	?	birth, give	ăsă phóʔ  | 57	Hpun (Northern) EJAH-Hpun	6 7 1	VCVCVc	ă s ă ◦ ph ó ʔ
3048	Lashi	! @nh36	3	513	to give birth	482	suːt⁵⁵	to be born	s uː t ⁵⁵	?	?	birth, give to v.	suːt⁵⁵  | 1620.33	Leqi (Luxi) TBL	3	CVcT	s uː t ⁵⁵
3034	Lashi_B	! @nh36	3	513	to give birth	482	su:t⁵⁵	to be born	s u: t ⁵⁵	?	?	birth, give	su:t⁵⁵  | 10.4.15	Lashi DQ-Lashi	3	CVcT	s uː t ⁵⁵
3047	Maru	! @nh36	2	511	to give birth	482	ɣɔ⁵⁵	to be born	ɣ ɔ ⁵⁵	?	?	birth, give to v.	ɣɔ⁵⁵  | 1620.31 | 1717.31	Langsu (Luxi) TBL	2	CVT	ɣ ɔ ⁵⁵
3035	Maru_C	! @nh36	8	515	to give birth	482	ɣɔ⁵⁵	to be born	ɣ ɔ ⁵⁵	?	?	birth, give	ɣɔ⁵⁵  | 10.4.15	Maru [Langsu] DQ-Langsu	8	CVT	ɣ ɔ ⁵⁵
3044	Xiandao_B	! @nh36	0 0 1	512	to give birth	482	pɔ³⁵	to be born	p ɔ ³⁵	?	?	birth, give to v.	pɔ³⁵  | 2227	Achang (Xiandao) DQ-Xiandao	1	CVT	p ɔ ³⁵
#
3039	Atsi	! @nh36	2	511	to give birth (of animal)	482	up⁵⁵	to be born	u p ⁵⁵	?	?	birth, give (pig) 2	up⁵⁵  | 1717.30	Atsi [Zaiwa] TBL	2	VcT	u p ⁵⁵
3040	Bola	! @nh36	2	511	to give birth (of animal)	482	a̱p⁵⁵	to be born	a̱ p ⁵⁵	?	?	birth, give (pig) 2	a̱p⁵⁵  | 1717.32	Bola (Luxi) TBL	2	VcT	a̱ p ⁵⁵
3038	Lashi	! @nh36	2	511	to give birth (of animal)	482	wu̱ːp⁵⁵	to be born	w u̱ː p ⁵⁵	?	?	birth, give (pig) 1	wu̱ːp⁵⁵  | 1717.33	Leqi (Luxi) TBL	2	CVcT	w u̱ː p ⁵⁵
3037	Xiandao_B	! @nh36	0 0 1	512	to give birth (of animal)	482	pʰo³¹	to be born	pʰ o ³¹	?	?	birth, give (pig) 1	pʰo³¹  | 2362	Achang (Xiandao) DQ-Xiandao	1	CVT	pʰ o ³¹
#
3555	Achang_Longchuan_B	! @nh36	4	627	to give out	1144	faʔ³¹	to give	f a ʔ ³¹	?	?	give out / distribute	faʔ³¹  | 702.41	Achang (Longchuan) ZMYYC	4	CVcT	f a ʔ ³¹
